Cellline,RHEB,TIPIN,OR4A47,NUP133,CPNE8-AS1,PDIA4,RNU6-899P,NRXN1-DT,SMIM41,RPS12P2,IGHJ2,SLC2A3P2,CES4A,TCTE1,TAX1BP1,RPL32P26,PNCK,CNOT10-AS1,OR3A2,COL6A2,ZNF296,RNU7-179P,PTS,PIGFP2,SPSB3,CFAP90,DPF3,C19orf33,OR13C2,PDE4B-AS1,SBNO1-AS1,RNU6ATAC30P,SELENOS,LINC01535,SYT2,CHRM4,RNU6-1017P,LSP1P1,LINC02957,TMC5,DSG4,MTND2P4,PPP1R15B,LINC00355,IFI35,LINGO3,MTND6P32,PRKAR1B-AS1,TMEM274P,ZNF574,SNRPEP5,DUSP1,LINC01091,RNU6-1174P,RN7SL237P,ZCCHC18,NDP,MIR1537,RNA5SP324,CFAP418,OXCT1-AS1,OR10AG1,CPDP1,SCRG1,SLC25A15,MTMR2,SYN1,RNU6-892P,MIR1266,INTS6P1,WIPI2,VPS26C,RN7SL321P,TM4SF5,RN7SL273P,ENO1,USP53,DDA1,NDUFA3,CACNA2D2,SRSF3P6,POMT2,MIR4694,H2AC4,RBM14,LINC00934,IQCH,RCC2P4,CPA1,MIR6852,UQCRB,EEF1A1P12,LILRB2,TERF1P4,GSG1,MARK2,RAB26,PARVA,KIF24,NAA60
KM12,1.045795023,1.018294038,1.037907802,1.024921093,1.018038378,1.045795023,1.043994496,1.028495473,1.018038378,1.036919124,1.07232571,1.045095998,1.027681577,0.98482763,1.046404093,1.0188688,0.630047017,1.052533452,0.985563956,0.880190126,0.978619809,1.005991892,1.043994496,0.989532749,1.017402206,0.629696435,1.07232571,0.978619809,1.069477363,1.045095998,1.320875651,1.07232571,1.018294038,0.978619809,1.024921093,1.037907802,1.371696547,1.010534684,1.000871763,1.017402206,1.060071299,1.042968925,1.024921093,1.010534684,0.988170401,0.983771317,0.630047017,1.046404093,1.005991892,0.978619809,1.021744437,0.996338159,1.041430315,1.036742276,1.333514017,0.630047017,0.624880534,1.024921093,1.036919124,1.347758639,1.042305142,1.043994496,0.974151296,1.041430315,1.010534684,1.043994496,0.624880534,1.051989256,1.018294038,1.042305142,1.046404093,0.62948814,0.99254337,0.985563956,0.98482763,1.005991892,1.041430315,0.983771317,0.978619809,0.99254337,1.048860872,1.07232571,1.055160805,0.560408956,1.043994496,1.373531836,1.018294038,1.036742276,1.042678163,1.048658875,1.347758639,1.048860872,0.978619809,0.630047017,1.043415726,1.043994496,1.017402206,1.055160805,1.048658875,1.017402206
LOXIMVI,0.973040696,0.963191872,1.186481312,0.969851253,1.202979208,0.973040696,1.173055995,1.184372882,1.202979208,0.989133733,0.983923583,0.959170135,0.990377804,1.151439094,0.98389293,1.202979208,0.75162969,0.993295651,0.947107598,1.202505842,0.955338924,0.710800927,1.173055995,1.12783555,0.952985436,1.051312256,0.983923583,0.955338924,1.188679719,0.959170135,1.202979208,0.983923583,0.963191872,0.955338924,0.969851253,1.186481312,1.202979208,0.981587022,1.115719854,0.987451552,1.013091363,1.003266189,0.969851253,0.981587022,1.161711524,0.980897663,0.76410906,0.98389293,0.710800927,0.955338924,1.17664464,1.01749683,0.74089941,0.988385134,1.21363958,0.76410906,0.417039026,0.969851253,0.983458926,1.222127011,1.051312256,1.173055995,1.144564366,0.743072675,0.981587022,1.173055995,0.417039026,0.730388024,0.963191872,1.051312256,0.98389293,1.202505842,0.994185265,0.947107598,1.151439094,0.710800927,0.74089941,0.967587485,0.955338924,0.994185265,1.178002395,0.983923583,1.17007051,1.151439094,1.173055995,1.202979208,0.963191872,0.988385134,0.991095153,1.205051094,1.222127011,1.178002395,0.955338924,0.773807038,1.194224643,1.173055995,0.987451552,1.17007051,1.205051094,0.987451552
M14,1.26952983,1.211683275,0.984142123,0.981555927,1.067074713,1.26952983,0.959697164,0.991109066,1.067074713,0.908616143,1.341472532,1.193303838,1.009837815,1.010748746,0.974406619,1.067074713,0.678347047,1.003333342,1.39125679,1.149658016,1.004034124,1.193303838,0.959697164,0.956713037,0.981896529,0.937191671,0.767196005,1.004034124,0.956713037,1.193303838,1.067074713,0.767196005,1.317431278,1.004034124,0.981555927,0.984142123,1.067074713,0.941926051,0.956713037,0.981896529,1.001269558,1.220899002,0.981555927,0.941926051,0.993232448,0.932725111,0.678347047,0.974406619,1.193303838,1.004034124,0.991109066,0.962861672,0.739792739,1.208508929,1.178163117,0.678347047,0.678347047,0.981555927,0.908616143,0.771629107,0.989343649,0.959697164,0.993232448,0.739792739,0.941926051,0.959697164,0.678347047,0.771629107,1.211683275,0.937191671,0.974406619,1.149658016,1.003333342,1.39125679,1.010748746,1.193303838,0.739792739,0.932725111,1.004034124,1.003333342,0.991109066,0.752175596,0.984142123,1.082924205,0.959697164,1.067074713,1.211683275,1.208508929,1.398331287,0.885307747,0.771629107,0.991109066,1.004034124,0.678347047,1.067074713,0.959697164,0.981896529,0.984142123,0.885307747,0.981896529
MCF7,1.06526298,1.26809015,1.258063059,1.033839282,1.099398038,1.043328723,0.631331809,1.053839057,1.195221945,1.046890078,1.263234017,0.831631424,0.660817131,0.996088816,1.057955778,1.349578246,0.907821508,0.876115883,1.006474965,1.302536,1.002610858,0.823326441,0.640375282,1.026672084,0.992271313,1.287935559,1.263234017,1.002610858,1.046522738,0.831631424,1.055406196,1.263234017,1.471081575,1.002610858,1.459481305,1.258063059,1.055406196,1.052649979,1.042149786,1.080537622,0.87593474,1.057692318,1.459481305,0.631679571,0.819140545,0.584864841,0.918311721,1.219171409,0.823326441,1.002610858,1.051001287,1.329705713,0.872646595,0.903219119,1.075393537,0.918311721,0.654605263,1.033839282,1.046890078,1.753673467,1.127888164,0.631331809,1.017584375,0.869518173,1.052649979,0.640375282,0.654605263,0.633287781,1.748237279,1.059216009,1.219171409,0.797926403,0.615671522,1.006474965,0.996088816,0.823326441,0.872646595,0.591424901,1.002610858,0.615671522,1.074842426,1.263234017,0.888141677,0.996088816,1.208477161,1.055406196,1.26809015,1.055719087,1.042288165,0.856455288,1.753673467,1.074842426,0.968097719,0.669849876,0.8677283,1.02753281,0.992271313,0.888141677,0.856455288,0.992271313
MDA-MB-231,1.27311209,0.78453188,1.242998349,1.062208965,0.95465965,1.27311209,1.092324275,1.010086515,0.881067772,1.024596666,1.029609243,1.112674482,0.806716753,1.387922155,1.060894775,0.881067772,0.657516332,1.07292789,1.004065713,0.894591446,1.028583157,1.012927909,1.290378558,1.096906798,0.744559162,1.334964587,1.040624333,1.028583157,1.135516263,1.112674482,1.058879536,1.238512198,0.815526927,1.028583157,1.079809269,1.103194081,0.85983082,0.788922768,1.033710367,0.833377756,1.09589699,1.101373989,1.079809269,0.832141934,1.035196631,1.010596633,0.761243499,1.011793816,1.012927909,1.028583157,0.98980478,1.074423835,1.096972827,0.825447113,1.295410621,0.761243499,1.038644601,1.062208965,1.034308996,1.085171049,1.31971253,1.092324275,1.01274581,1.096972827,0.832141934,1.320208278,1.038644601,0.843418508,0.78453188,1.31971253,1.054326868,0.941773111,1.018597342,1.004065713,1.775254635,1.012927909,1.096972827,1.032827182,1.008297223,1.018597342,0.951390068,1.040624333,1.132946589,1.367702058,1.155510836,1.058879536,0.78453188,0.825447113,1.059925076,1.111869404,1.085171049,0.951390068,0.987164114,0.85518677,0.944496053,1.155510836,0.744559162,1.132946589,1.111869404,0.744559162
MDA-MB-468,1.058707427,0.798053433,1.41709801,1.268067343,0.825561706,1.112975545,1.354885176,1.117287666,0.825561706,1.090751695,0.922206545,1.326615258,0.828330766,1.307345716,1.346829972,0.825561706,1.251494936,0.828116745,0.803261051,1.16124926,1.322072399,0.829112072,1.357900696,0.805172484,0.792362625,1.58947135,0.932680355,1.322072399,0.850637741,1.326615258,0.837494036,0.956055847,0.805235359,1.322072399,1.268067343,1.312385543,0.804402887,0.810679515,0.971622695,0.839844157,0.847426867,0.845596339,1.268067343,0.819709077,0.802558524,0.816147165,1.000447069,1.336961593,0.811405406,1.322072399,1.2513975,1.433864512,0.82321947,1.113902728,1.114533332,1.000447069,0.719187649,1.268067343,0.828918879,0.840121766,1.136867965,1.354885176,0.786408131,0.967576735,0.82628701,0.820550278,0.719187649,0.840423284,0.820249714,1.136867965,1.336961593,1.319713129,0.828116745,0.803261051,1.188995194,0.811405406,0.838782452,1.326720487,1.06155043,0.828116745,1.106662967,0.932680355,0.832668461,1.427976715,1.311243723,0.837494036,0.798053433,1.113902728,1.112328327,1.559501507,0.840121766,1.106662967,0.990334595,0.868881888,0.8253077,1.311243723,0.792362625,0.832668461,0.845550657,0.792362625
MOLT-4,1.330359746,0.9883648,0.940652251,0.991453963,0.962678587,1.330359746,0.940652251,0.970312873,0.962678587,0.986754864,1.593892262,0.990174687,1.066702584,1.064992026,0.966867907,0.962678587,0.569533834,0.980161799,0.87227313,0.984244483,0.997185251,0.998047823,0.940652251,0.98502454,1.008563767,0.931656154,0.995896353,0.997185251,0.98502454,0.990174687,0.962678587,0.995896353,0.9883648,0.997185251,0.868189873,0.940652251,0.962678587,0.973572574,0.98502454,1.008563767,0.807925715,0.975898248,0.868189873,0.973572574,1.167118802,0.997185251,0.569533834,0.579080645,1.002608354,0.997185251,0.970312873,0.931656154,1.140516283,0.980161799,1.26299309,0.569533834,0.569533834,0.991453963,0.986754864,1.040752809,0.931656154,0.940652251,1.167118802,1.140516283,0.973572574,0.940652251,0.569533834,1.040752809,0.9883648,0.931656154,0.579080645,0.984244483,0.980161799,0.87227313,1.064992026,1.002608354,1.140516283,0.997185251,0.997185251,0.980161799,0.963936819,0.995896353,0.940652251,1.031066958,0.940652251,0.962678587,0.9883648,0.980161799,1.293207974,0.98502454,1.040752809,0.963936819,0.997185251,0.569533834,0.962678587,0.940652251,1.008563767,0.940652251,0.98502454,1.008563767
NCI-H226,1.017041981,1.227245097,1.031436205,0.617041048,1.198636864,1.017041981,1.031436205,1.023403805,1.198636864,1.038965395,0.67943182,1.028629551,1.015156791,0.966126739,1.390269445,1.198636864,0.605363016,1.019723,1.024177251,1.022865374,1.006513136,1.019246695,1.031436205,0.995578297,1.004283841,1.031674757,1.077223705,1.006513136,0.995578297,1.028629551,1.000787215,1.036379418,1.227245097,1.006513136,1.034439498,1.031436205,1.000787215,0.626291074,0.995578297,1.015156791,0.867967428,1.029328173,1.034439498,1.031799922,1.024177251,1.000920794,0.605363016,1.369692299,1.019246695,1.006513136,1.023403805,1.031674757,0.87939846,0.617415579,1.038080169,0.605363016,0.605363016,0.617041048,1.038965395,1.031378488,1.031674757,1.031436205,1.024177251,0.87939846,1.031799922,1.031436205,0.605363016,1.032342085,1.227245097,1.031674757,1.369692299,1.022865374,1.01826771,1.024177251,0.966126739,1.019246695,0.87939846,1.006513136,1.29613725,0.580174149,1.023403805,0.67943182,1.031436205,0.966126739,1.031436205,1.000787215,1.227245097,1.025755369,1.030199611,0.622541118,1.031378488,1.023403805,1.29613725,0.605363016,1.021068628,1.031436205,1.004283841,1.031436205,0.622541118,1.004283841
NCI-H23,1.40013926,0.914648397,0.957056783,0.923937734,1.609359158,1.40013926,0.91098057,1.488410813,1.20723467,0.939624709,0.839104785,1.202714516,0.967457513,1.220652923,1.293508118,1.271162621,0.973398366,0.983448547,1.136873962,0.925031613,0.853048403,1.126270363,0.964032829,0.902118219,0.85796857,1.227388892,1.186544103,0.850662687,0.97245459,1.202714516,1.180486794,1.273436303,0.914648397,0.850662687,0.914004369,0.957056783,1.264931814,0.951905385,0.90027207,0.942349004,1.291522759,0.905208021,0.914004369,0.950554969,1.157873842,1.104552306,1.308344739,1.451750398,1.126270363,0.853048403,1.366667181,0.965560634,1.270799535,1.341376884,1.68799593,1.308344739,0.544982382,0.923937734,0.939624709,0.955883363,1.869015175,0.960313342,1.157185847,0.580920213,0.951905385,0.964032829,0.544982382,0.955267737,0.922524441,2.031517757,1.258746902,0.925031613,0.914509894,1.136873962,1.168679268,1.126270363,0.593593966,0.85637784,0.812590317,0.914509894,1.195083384,1.228308058,0.957056783,1.124658427,0.91098057,1.236069521,0.914648397,1.341376884,1.430225981,1.67859065,0.955883363,1.238852756,0.849551327,0.97733882,1.702510377,0.91098057,0.85796857,0.957056783,0.636116455,0.85796857
NCI-H322M,0.55226702,1.631140977,0.973167268,1.217856926,1.500105938,0.55226702,0.556461141,1.251152772,0.96024238,0.978045139,1.037026781,0.960677932,1.452322712,0.955871736,1.304662121,1.217757164,0.551554007,0.954040225,0.919425345,0.942987045,0.92279658,0.939326077,1.281474741,0.944533524,0.925696814,1.229746706,1.469552216,0.92279658,0.944533524,0.960677932,0.929519907,1.271178434,1.69657894,0.92279658,1.227902861,0.937966333,0.929519907,0.957696508,0.944533524,0.925696814,0.938144651,1.675027382,1.227902861,0.957696508,0.940806498,0.916846733,0.55299257,1.675159258,0.939326077,0.92279658,1.25317993,0.927859056,0.958687487,0.954040225,2.174515256,0.55299257,0.549391632,1.217856926,0.585251892,1.287760199,1.270253857,0.550309083,0.942525035,0.964896247,0.957696508,1.31536239,0.549391632,0.548552925,0.895730122,1.270253857,1.508457955,0.942987045,0.954040225,0.919425345,0.955871736,0.939326077,0.958687487,0.92279658,0.916027202,0.954040225,0.954009261,1.037026781,0.941660935,0.955871736,1.243615222,0.929519907,1.631140977,0.954040225,0.55226702,0.950470523,1.287760199,0.954009261,0.916027202,0.55299257,1.238533517,1.298369677,0.925696814,1.318995185,0.950470523,0.925696814
NCI-H522,1.265839368,0.889319049,1.316523762,1.231925343,0.99168162,1.263015257,1.286835227,1.264620629,0.909096156,0.988187261,1.233431611,1.235854306,0.958024489,1.204245498,1.516391322,0.95777607,1.003531812,0.963561615,0.525707617,1.475633514,0.911533607,1.229997963,1.268032841,0.91576354,1.165912756,1.008224309,0.94225884,0.911533607,0.976342704,1.235854306,0.951342265,0.94225884,0.935969671,0.911533607,1.256257669,1.220777386,0.951342265,0.94794778,0.924802068,0.94045779,1.276913239,1.282784848,1.195590931,0.546519411,1.448673439,0.908203581,1.003531812,0.926357144,1.229997963,0.911533607,1.25390624,0.954609795,0.961540696,1.280778515,0.939170566,1.003531812,0.975515854,1.279358542,0.988187261,0.580722689,0.98274395,1.286835227,0.886539784,0.969724983,0.94794778,1.229280993,0.975515854,0.569372727,0.919860411,0.98274395,1.516391322,1.249739508,0.912436965,0.525707617,1.97836938,1.229997963,0.961540696,0.909072314,0.911533607,0.912436965,1.269812503,0.94225884,1.274789406,1.152622163,1.210011127,0.951342265,0.889319049,0.935432331,1.257325351,0.970787871,0.580722689,1.269812503,0.892124441,1.003531812,0.952181718,1.210011127,1.165912756,1.248767965,0.970787871,1.165912756
OVCAR-3,0.95661851,1.056391263,1.229718026,1.119576431,1.42105902,0.956749395,1.155811758,0.959903174,1.154654644,1.162089275,1.140149685,0.947868313,1.109167327,0.942802797,0.914262974,0.964816757,0.728031237,1.064222749,0.666849947,1.29996538,0.668099279,1.53434185,0.719662768,1.225705269,1.484987853,1.235137478,1.148818935,2.295992504,1.083364558,0.971794229,0.974898739,1.152382295,0.698191337,1.481259381,1.12311887,1.183834816,0.974898739,0.701511857,1.042529458,0.71090558,0.739047644,0.921052762,1.12311887,0.708470165,0.676913404,0.685483625,0.978328259,0.915150889,1.47425505,0.668099279,0.960735303,0.959526161,1.357985467,1.677953297,1.321237305,1.237627945,0.713244097,1.119576431,1.162089275,1.178554936,1.406097573,1.155811758,1.114488666,1.065979484,0.721430291,0.719662768,0.713244097,1.10946293,1.084235057,1.210200192,0.915150889,1.29996538,1.037880615,0.666849947,0.902118219,1.47425505,1.075539621,0.683473139,2.953635857,1.074416933,0.960568059,1.193816528,1.214047468,0.891712215,1.155811758,0.967019803,1.056391263,1.58616275,0.948009911,1.156608953,1.178554936,1.000773207,2.952407941,0.978328259,1.001976352,1.155811758,1.144934633,1.168688706,1.156608953,0.665853062
OVCAR-4,1.465909862,0.7809826,0.802233452,0.780104692,1.72031806,1.465909862,1.067383145,1.13659972,1.101149221,1.28860348,1.05006979,1.328637759,0.795669156,1.115424761,1.324983348,1.145662249,1.215189108,1.081721503,0.757182789,1.278226324,1.20800071,1.05916556,1.124275707,0.771605495,0.7879443,1.120557479,1.0524537,1.20800071,0.785143212,1.328637759,0.821913602,1.072146358,0.7809826,1.20800071,1.293339985,0.802233452,0.821913602,0.792737117,0.785143212,1.261841359,0.920352216,1.213131691,1.293339985,0.792737117,0.768664123,0.758482187,1.297872455,0.803706022,1.03388328,1.20800071,0.803978989,1.474320339,0.807568157,1.333535732,1.357698235,1.297872455,0.806326197,1.292935691,1.045349074,1.068488241,1.111256988,1.067383145,0.751675171,0.802286771,0.792737117,1.530345481,0.806326197,0.8029554,0.7809826,1.09663419,0.803706022,1.251178868,0.755007443,0.757182789,1.039006974,1.03388328,0.807568157,1.223822381,1.685360512,0.755007443,1.091266345,1.0524537,0.824139496,1.498601379,1.067383145,0.821913602,0.7809826,1.282523938,1.271931756,0.813648485,1.068488241,1.091266345,1.659525181,1.297872455,1.029676075,1.067383145,0.7879443,0.824139496,0.813648485,0.7879443
OVCAR-5,0.921362823,1.174022927,1.197960375,0.884346383,0.959600486,0.921362823,1.190102029,1.258201554,0.858685574,0.925455787,1.344016598,0.930655572,0.964551497,0.884537037,1.40888253,0.928802904,0.573163664,0.992810006,0.859145872,0.895045312,1.063701588,0.881265227,1.251247876,0.865415004,1.108699081,1.287159245,1.358707673,1.063701588,0.950805927,0.930655572,0.915210544,1.449807916,1.229583235,1.063701588,1.111785587,1.197960375,0.915210544,0.973386099,0.883770019,1.214083311,0.551166189,0.935342636,1.111785587,1.21336884,1.144143256,1.047633799,0.577166017,1.40888253,0.881265227,1.063701588,1.22329006,1.466088506,0.946415145,0.988309751,1.175995128,0.577166017,0.554078535,0.884346383,0.925455787,1.465122063,0.93832108,1.209898151,0.85999471,0.552192282,0.973386099,1.263579413,0.554078535,0.532021407,1.225255406,0.93832108,1.40888253,0.895045312,0.992810006,0.859145872,0.884537037,0.881265227,0.946415145,1.047633799,1.063701588,0.992810006,1.18581821,1.402076666,1.278894645,0.884537037,1.190102029,0.915210544,1.174022927,0.956543862,0.891840848,0.888344877,1.465122063,1.263518148,1.035643718,0.577166017,0.936089958,1.190102029,1.108699081,1.223681711,0.888344877,1.175942731
OVCAR-8,1.217618077,0.892848244,0.943246667,1.189692575,0.961978609,1.217618077,1.264791687,0.971595742,0.882801169,1.140371492,0.896329236,1.218528026,1.15790033,0.872221407,0.948541762,0.922410121,0.566956678,1.16104692,1.373100196,0.891422263,0.868452158,0.879405306,1.490836364,1.194505027,1.201686075,1.2342467,0.893910035,0.868452158,0.977580946,1.218528026,1.176476246,1.173183999,0.912559305,0.868452158,0.899252143,0.943246667,1.176476246,0.528943109,0.894931598,0.884038924,0.964546134,0.8913075,0.899252143,1.261688622,1.18118766,0.8673392,0.580910601,1.190253702,0.879405306,0.868452158,0.91284528,1.412603986,1.240720249,1.245408599,1.18716316,0.580910601,0.532863622,1.177949941,1.101464759,1.35389267,1.231963244,1.264791687,0.853097953,0.961427835,0.926785543,1.553268491,0.532863622,0.912789018,0.892848244,1.231963244,1.190253702,0.891422263,1.134792883,0.87420524,0.872221407,0.879405306,1.299452937,0.866040409,0.829365633,1.134792883,1.45379915,0.893910035,0.952300578,1.427547591,1.172567437,1.176476246,0.892848244,1.245408599,1.193743358,0.906956434,1.35389267,1.522779072,0.829365633,0.565851067,0.956636445,1.172567437,1.201686075,0.952300578,0.906956434,1.201686075
PC-3,1.201690031,0.776725385,1.035340524,1.203323704,1.058092981,1.236656016,1.215344529,1.052488397,1.061439486,2.624594917,1.038395199,1.038033997,0.793406122,1.022019516,1.250508622,1.061439486,0.807491002,1.259810667,0.754039798,1.238674691,0.763147351,1.010951755,1.211907741,0.765325663,0.772783845,1.095347366,1.834988058,0.743710096,0.765054814,1.038033997,1.096250911,1.633229404,0.776725385,0.743710096,0.753693858,1.035340524,1.241279862,0.983624998,0.765054814,0.772783845,0.791059702,1.218174486,1.224742713,0.983624998,0.782279722,0.772446324,0.809639686,1.223851546,1.010951755,0.743710096,1.037937042,1.094437406,0.787537856,0.774911459,1.251417219,0.809639686,0.696910458,0.757149305,0.788587949,1.700840588,1.167240284,1.215344529,0.724265837,0.79610504,0.983624998,1.243030112,0.696910458,0.784642203,0.776725385,1.167240284,1.271017965,1.238674691,1.259810667,0.754039798,1.022019516,1.010951755,0.787537856,1.028160586,1.20905587,1.259810667,1.056188282,1.136612804,1.04604151,1.022019516,1.215344529,1.25818526,0.776725385,0.774911459,1.213892722,0.799524091,1.700840588,1.056188282,1.211437813,0.809639686,0.78098051,1.215344529,0.772783845,1.04604151,0.799524091,0.772783845
RPMI-8226,1.241562037,1.415644079,0.776185572,1.245481455,1.039884008,1.241562037,1.30196349,1.034971346,1.039884008,0.755448816,0.727472657,1.235547062,1.251375462,0.996638924,1.212880924,1.039884008,0.738922582,1.027271484,0.716905744,1.201670248,0.718965093,1.196984158,1.27278617,1.237454598,1.219112652,0.769754719,0.760352528,0.718965093,0.813670038,1.235547062,0.998765029,0.760352528,1.23463827,0.718965093,1.267370984,0.765980033,0.744730113,0.789417402,0.813670038,1.219112652,1.260910541,1.212880924,1.267370984,0.809124009,1.005495427,0.95067079,0.752953546,1.12951564,1.1748589,0.718965093,1.034971346,0.948448769,0.785338393,1.184057638,1.016683867,0.752953546,0.758185792,1.245481455,0.755448816,1.059963062,1.265860981,1.30196349,0.979813237,0.764395285,0.789476824,1.039928181,0.738092454,0.790449972,1.47170048,1.265860981,1.12951564,1.201670248,0.988174368,0.716905744,0.996638924,1.1748589,0.785338393,0.961190467,0.973749748,0.988174368,1.04038591,0.760352528,0.765980033,1.226536017,1.22584208,0.998765029,1.415644079,1.031139473,1.241562037,0.866127523,1.059963062,1.070937053,0.973749748,0.745501375,1.039884008,1.22584208,1.219112652,0.765980033,0.866127523,1.219112652
RXF393,1.204081364,0.947653536,1.089617386,1.011742905,0.995448702,1.204081364,0.905744553,0.808611579,0.995448702,1.190719471,1.361040559,1.005354901,1.086690613,0.94813611,1.204081364,0.995448702,0.625499466,0.748155017,1.097104893,0.985558017,1.200415296,1.007274247,0.937602123,1.055881005,0.974236235,0.984477416,1.254462036,1.200415296,1.055911626,1.005354901,0.995448702,0.769274779,0.947653536,1.200415296,1.011742905,1.089617386,0.990274503,1.01267217,0.780946233,0.969544407,1.004042147,1.204081364,1.011742905,0.938897867,0.751509502,0.766793542,0.625499466,1.385040885,1.010030126,1.200415296,1.055532279,0.963903192,0.761730712,1.27330966,1.132712678,0.625499466,0.625499466,1.011742905,1.202562956,1.479635435,0.984477416,0.905744553,0.751509502,0.761730712,1.01267217,0.937602123,0.625499466,0.663998175,0.947653536,0.984477416,1.385040885,0.985558017,0.748155017,1.097104893,0.94813611,1.010030126,0.761730712,1.2215329,1.200415296,0.748155017,1.237405073,1.258029891,1.089617386,0.94813611,1.458777571,0.995448702,0.947653536,0.751631315,1.204081364,0.745689039,1.479635435,1.237405073,1.200415296,0.625499466,0.995448702,0.905744553,0.974236235,1.089617386,0.745689039,0.974236235
SF268,1.096563915,1.035124434,1.11162656,0.939694591,1.072744274,1.096563915,1.13045734,0.971676604,0.976640727,0.846889925,1.487387698,1.165046567,0.843878986,1.055928235,1.135183405,1.035622205,0.837873711,1.097288099,1.12419939,0.835392264,0.835722869,1.063824689,1.117355653,1.066588664,0.811592547,1.113411644,0.864677215,0.856536771,1.080358929,1.165046567,0.956994718,0.871663492,1.06519354,0.856536771,1.112300917,1.130870788,0.956994718,0.835179972,1.047911561,0.811592547,0.860454623,1.110828966,1.112300917,0.872720576,0.997238648,0.88377689,0.835539969,1.04093218,1.063824689,0.856536771,0.555926898,1.08919971,0.890477744,0.850553552,1.25594724,0.835539969,0.835539969,0.939694591,0.846889925,0.877469857,1.166488785,1.13045734,0.886194596,0.889465379,0.872720576,1.168086443,0.835539969,0.854903722,1.068232426,1.166488785,1.080911413,0.835392264,1.072648278,1.12419939,1.038219205,1.063824689,0.890477744,0.886091335,0.835722869,1.072648278,1.132126408,0.864677215,1.125512953,1.069771079,1.079002248,0.956994718,1.035124434,0.850553552,1.124618364,1.110091329,0.877469857,1.132126408,0.835722869,0.835539969,1.150683798,1.079002248,0.811592547,1.785743759,1.110091329,0.811592547
SF295,1.361305007,0.980382222,1.007916602,1.004714177,0.991334681,1.373184922,1.016697523,1.00595273,0.991334681,0.761441555,1.127361018,1.024089316,1.234096647,0.986979789,1.435784451,1.001570354,1.096740139,0.941049403,0.948309533,1.230121882,1.139584916,0.97472633,1.046231817,0.983570133,1.128142033,1.287258998,0.74677214,1.139584916,1.02948579,1.024089316,1.001570354,0.74677214,0.980382222,1.139584916,1.003749861,1.007916602,1.001570354,1.069684163,0.977326025,1.206789705,1.016473491,1.434170644,1.003749861,1.075291601,1.35837765,1.134947556,1.096740139,1.3614009,0.97472633,1.139584916,0.732856605,1.252906544,1.02665019,1.014325929,1.021755094,1.096740139,1.064363112,1.004714177,0.75770398,1.040069441,1.264176413,0.741467889,1.334429261,1.02665019,1.104461902,0.9918765,1.064363112,1.037913445,0.980382222,1.264176413,1.373709919,1.230121882,0.955915824,0.948309533,0.986979789,0.97472633,1.048434694,1.134947556,1.139584916,0.955915824,1.01224402,0.74677214,0.770203447,0.974912985,0.71233767,1.001570354,0.980382222,1.014325929,1.389205238,1.05707983,1.040069441,1.01224402,1.096464897,1.096740139,1.01455721,0.730063519,1.128142033,1.052391559,1.05707983,1.128142033
SF539,1.082665013,1.064685627,0.962382586,0.915812415,1.300489827,1.082665013,0.809972581,0.806941644,0.960857832,0.922626486,0.90725235,1.188745953,0.939417956,1.220108922,1.484119002,0.960857832,0.839274145,0.821175089,0.902002,0.928008014,1.285083808,1.099071164,0.836040375,1.06995278,0.881743915,0.99254337,0.9249095,1.285083808,1.152863714,1.188745953,0.9256272,0.94867042,1.064685627,1.285083808,1.150866271,0.962382586,0.948552362,0.99735443,1.091349129,0.881743915,0.790066171,1.144970787,1.334414778,1.222919637,0.914934371,0.893660663,1.020273475,1.424112926,1.099071164,1.285083808,1.103180718,1.168370619,0.802222789,1.455087142,1.259300549,1.020273475,0.555761592,0.915812415,0.927200333,1.27629723,0.978773489,0.809972581,0.898004586,0.802222789,0.99735443,0.836040375,0.555761592,1.253381947,1.064685627,0.978773489,1.499446618,0.928008014,0.820148676,0.902002,1.177044498,1.099071164,0.802222789,1.193020259,0.959554336,0.877606112,1.073766496,0.9249095,0.972787585,1.202396142,0.765758019,0.9256272,1.064685627,1.375959863,0.944765579,1.108069062,1.27629723,1.073766496,0.947395945,0.950020392,0.963168006,0.765758019,0.881743915,0.972787585,1.303714799,0.881743915
