drug_a,drug_b,cell_line,synergy_value
104842,126941,ES-2,0.068499595
4091,5311497,ES-2,0.068515375
104842,5311497,ES-2,0.0687127
31703,426756,ES-2,0.068655804
4091,60750,ES-2,0.06825054
4091,5743,ES-2,0.0682956
2907,9887053,ES-2,0.06801053
5743,60700,ES-2,0.0686979
6710780,9887053,ES-2,0.068341956
36314,9887053,ES-2,0.06845368
60750,126941,ES-2,0.068502575
5746,9887053,ES-2,0.068376504
126941,6710780,ES-2,0.06843221
36314,6710780,ES-2,0.06879103
4091,9887053,ES-2,0.068035364
60700,426756,ES-2,0.06830652
36314,60750,ES-2,0.0686689
31703,104842,ES-2,0.06864901
5746,60750,ES-2,0.068591714
2907,426756,ES-2,0.06819005
5746,5311497,ES-2,0.06885648
2907,126941,ES-2,0.06827742
36314,126941,ES-2,0.06872058
5743,104842,ES-2,0.06865868
5746,36314,ES-2,0.068764806
5746,60700,ES-2,0.068588436
36314,104842,ES-2,0.06862643
4091,126941,ES-2,0.068302244
2907,31703,ES-2,0.068274
2907,3385,ES-2,0.067878276
31703,126941,ES-2,0.068743214
36314,60700,ES-2,0.06866564
3385,9887053,ES-2,0.06836428
3385,36462,ES-2,0.06862861
4091,31703,ES-2,0.0682988
4091,36462,ES-2,0.06829972
2907,5743,ES-2,0.06827082
426756,9887053,ES-2,0.06842093
2907,104842,ES-2,0.068183266
5743,5746,ES-2,0.06870137
5743,60750,ES-2,0.06870118
4091,6710780,ES-2,0.06837272
36462,126941,ES-2,0.06854433
3385,31703,ES-2,0.06862771
3385,104842,HCT-116,0.0686962
60750,104842,HCT-116,0.06856765
31703,6710780,HCT-116,0.06897293
36314,5311497,HCT-116,0.06909296
3385,4091,HCT-116,0.0683523
5746,6710780,HCT-116,0.06887311
126941,9887053,HCT-116,0.068254106
31703,36314,HCT-116,0.06902394
3385,126941,HCT-116,0.0687904
5743,9887053,HCT-116,0.068645224
31703,60700,HCT-116,0.068847515
4091,5746,HCT-116,0.06840998
5746,36462,HCT-116,0.06880014
4091,426756,HCT-116,0.06837408
104842,6710780,HCT-116,0.06872928
5746,104842,HCT-116,0.06870848
104842,426756,HCT-116,0.06857145
3385,426756,HCT-116,0.068702996
3385,5746,HCT-116,0.06873889
126941,5311497,HCT-116,0.068734065
60750,426756,HCT-116,0.06857441
31703,60750,HCT-116,0.06885076
5743,5311497,HCT-116,0.069125205
126941,426756,HCT-116,0.0684336
60750,5311497,HCT-116,0.06887495
3385,6710780,HCT-116,0.06886086
426756,6710780,HCT-116,0.06891751
36462,426756,HCT-116,0.06861617
5746,426756,HCT-116,0.068715245
5743,126941,HCT-116,0.06891215
60700,9887053,HCT-116,0.06828632
36462,5311497,HCT-116,0.06891671
31703,9887053,HCT-116,0.06863558
2907,60700,HCT-116,0.06838174
2907,36462,HCT-116,0.068434164
104842,9887053,HCT-116,0.068391934
60700,6710780,HCT-116,0.06862366
4091,104842,HCT-116,0.06836732
5743,426756,HCT-116,0.06882471
5743,36462,HCT-116,0.06890957
2907,5311497,HCT-116,0.06864979
2907,6710780,HCT-116,0.06850715
426756,5311497,HCT-116,0.06906015
60700,5311497,HCT-116,0.06876625
36462,9887053,HCT-116,0.06843668
5743,6710780,HCT-116,0.06898258
5743,36314,HCT-116,0.06903356
5746,31703,HCT-116,0.0687992
5743,31703,HCT-116,0.06890866
2907,4091,HCT-116,0.06799857
60700,126941,HCT-116,0.06855319
60700,104842,HCT-116,0.06845899
2907,5746,HCT-116,0.06838521
36462,60750,HCT-116,0.068651885
36314,36462,HCT-116,0.0688773
31703,36462,HCT-116,0.06889994
3385,60700,HCT-116,0.068735436
36462,6710780,HCT-116,0.06877405
2907,36314,HCT-116,0.06855813
60750,9887053,HCT-116,0.068394914
5311497,6710780,HCT-116,0.068784244
3385,36314,HCT-116,0.06891182
5746,126941,HCT-116,0.06880268
36314,426756,HCT-116,0.06879242
60700,60750,HCT-116,0.06850149
4091,60700,HCT-116,0.06840653
3385,5311497,HCT-116,0.06900352
36462,60700,HCT-116,0.06864861
4091,36314,HCT-116,0.06858295
36462,104842,HCT-116,0.06860939
60750,6710780,HCT-116,0.06873228
5311497,9887053,HCT-116,0.068446845
2907,60750,HCT-116,0.06838499
31703,5311497,HCT-116,0.06911558
3385,60750,HCT-116,0.0687387
3385,5743,HCT-116,0.068783745
104842,126941,HCT-116,0.06865886
4091,5311497,HCT-116,0.068674624
104842,5311497,HCT-116,0.068871945
31703,426756,HCT-116,0.06881508
4091,60750,HCT-116,0.068409815
4091,5743,HCT-116,0.06845484
2907,9887053,HCT-116,0.0681698
5743,60700,HCT-116,0.06885717
6710780,9887053,HCT-116,0.06850122
36314,9887053,HCT-116,0.06861296
60750,126941,HCT-116,0.068661824
5746,9887053,HCT-116,0.068535775
126941,6710780,HCT-116,0.06859143
36314,6710780,HCT-116,0.06895029
4091,9887053,HCT-116,0.06819458
60700,426756,HCT-116,0.06846577
36314,60750,HCT-116,0.068828136
31703,104842,HCT-116,0.06880827
5746,60750,HCT-116,0.06875096
2907,426756,HCT-116,0.06834927
5746,5311497,HCT-116,0.06901578
2907,126941,HCT-116,0.06843671
36314,126941,HCT-116,0.06887986
5743,104842,HCT-116,0.0688179
5746,36314,HCT-116,0.0689241
5746,60700,HCT-116,0.068747714
36314,104842,HCT-116,0.06878562
4091,126941,HCT-116,0.06846149
2907,31703,HCT-116,0.068433255
2907,3385,HCT-116,0.06803755
31703,126941,HCT-116,0.06890248
36314,60700,HCT-116,0.06882487
3385,9887053,HCT-116,0.06852348
3385,36462,HCT-116,0.06878786
4091,31703,HCT-116,0.068458065
4091,36462,HCT-116,0.06845896
2907,5743,HCT-116,0.06843007
426756,9887053,HCT-116,0.06858017
2907,104842,HCT-116,0.06834252
5743,5746,HCT-116,0.068860605
5743,60750,HCT-116,0.06886043
4091,6710780,HCT-116,0.06853193
36462,126941,HCT-116,0.06870359
3385,31703,HCT-116,0.06878694
3385,104842,HT-144,0.068331
60750,104842,HT-144,0.06820242
31703,6710780,HT-144,0.068607725
36314,5311497,HT-144,0.0687277
3385,4091,HT-144,0.06798707
5746,6710780,HT-144,0.0685079
126941,9887053,HT-144,0.067888886
31703,36314,HT-144,0.068658724
3385,126941,HT-144,0.06842524
5743,9887053,HT-144,0.068279974
31703,60700,HT-144,0.068482295
4091,5746,HT-144,0.06804478
5746,36462,HT-144,0.06843493
4091,426756,HT-144,0.06800889
104842,6710780,HT-144,0.06836411
5746,104842,HT-144,0.06834325
104842,426756,HT-144,0.06820622
3385,426756,HT-144,0.06833778
3385,5746,HT-144,0.068373695
126941,5311497,HT-144,0.068368874
60750,426756,HT-144,0.068209216
31703,60750,HT-144,0.06848554
5743,5311497,HT-144,0.06876004
126941,426756,HT-144,0.0680684
60750,5311497,HT-144,0.06850973
3385,6710780,HT-144,0.068495646
426756,6710780,HT-144,0.068552315
36462,426756,HT-144,0.06825097
5746,426756,HT-144,0.06835002
5743,126941,HT-144,0.06854689
60700,9887053,HT-144,0.06792108
36462,5311497,HT-144,0.0685515
31703,9887053,HT-144,0.06827034
2907,60700,HT-144,0.068016544
2907,36462,HT-144,0.068068966
104842,9887053,HT-144,0.06802672
60700,6710780,HT-144,0.068258435
4091,104842,HT-144,0.068002075
5743,426756,HT-144,0.06845948
5743,36462,HT-144,0.06854437
2907,5311497,HT-144,0.068284616
2907,6710780,HT-144,0.068141945
426756,5311497,HT-144,0.068694964
60700,5311497,HT-144,0.068401106
36462,9887053,HT-144,0.06807147
5743,6710780,HT-144,0.06861736
5743,36314,HT-144,0.06866836
5746,31703,HT-144,0.06843399
5743,31703,HT-144,0.06854345
2907,4091,HT-144,0.06763336
60700,126941,HT-144,0.068188
60700,104842,HT-144,0.068093784
2907,5746,HT-144,0.068020016
36462,60750,HT-144,0.06828667
36314,36462,HT-144,0.06851211
31703,36462,HT-144,0.06853472
3385,60700,HT-144,0.06837025
36462,6710780,HT-144,0.068408825
2907,36314,HT-144,0.06819292
60750,9887053,HT-144,0.06802971
5311497,6710780,HT-144,0.068419
3385,36314,HT-144,0.06854665
5746,126941,HT-144,0.06843746
36314,426756,HT-144,0.06842719
60700,60750,HT-144,0.068136275
4091,60700,HT-144,0.06804134
3385,5311497,HT-144,0.0686383
36462,60700,HT-144,0.06828343
4091,36314,HT-144,0.068217725
36462,104842,HT-144,0.068244174
60750,6710780,HT-144,0.06836707
5311497,9887053,HT-144,0.06808163
2907,60750,HT-144,0.06801978
31703,5311497,HT-144,0.06875037
3385,60750,HT-144,0.06837351
3385,5743,HT-144,0.06841854
104842,126941,HT-144,0.06829362
4091,5311497,HT-144,0.06830943
104842,5311497,HT-144,0.06850672
31703,426756,HT-144,0.068449855
4091,60750,HT-144,0.068044536
4091,5743,HT-144,0.06808965
2907,9887053,HT-144,0.06780456
5743,60700,HT-144,0.06849191
6710780,9887053,HT-144,0.06813598
36314,9887053,HT-144,0.06824771
60750,126941,HT-144,0.06829665
5746,9887053,HT-144,0.06817053
126941,6710780,HT-144,0.06822623
36314,6710780,HT-144,0.0685851
4091,9887053,HT-144,0.06782937
60700,426756,HT-144,0.06810057
36314,60750,HT-144,0.06846294
31703,104842,HT-144,0.06844306
5746,60750,HT-144,0.06838576
2907,426756,HT-144,0.06798406
5746,5311497,HT-144,0.06865053
2907,126941,HT-144,0.06807153
36314,126941,HT-144,0.068514645
5743,104842,HT-144,0.068452686
5746,36314,HT-144,0.06855888
5746,60700,HT-144,0.06838247
36314,104842,HT-144,0.068420425
4091,126941,HT-144,0.06809627
2907,31703,HT-144,0.06806806
2907,3385,HT-144,0.06767233
31703,126941,HT-144,0.068537265
36314,60700,HT-144,0.068459645
3385,9887053,HT-144,0.068158284
3385,36462,HT-144,0.068422675
4091,31703,HT-144,0.06809284
4091,36462,HT-144,0.06809376
2907,5743,HT-144,0.06806485
426756,9887053,HT-144,0.06821496
2907,104842,HT-144,0.06797732
5743,5746,HT-144,0.06849544
5743,60750,HT-144,0.0684952
4091,6710780,HT-144,0.06816674
36462,126941,HT-144,0.068338364
3385,31703,HT-144,0.068421766
3385,104842,HT-29,0.06831926
60750,104842,HT-29,0.06819069
31703,6710780,HT-29,0.06859597
36314,5311497,HT-29,0.06871596
3385,4091,HT-29,0.06797535
5746,6710780,HT-29,0.068496145
126941,9887053,HT-29,0.06787714
31703,36314,HT-29,0.06864695
3385,126941,HT-29,0.06841345
5743,9887053,HT-29,0.06826827
31703,60700,HT-29,0.06847055
4091,5746,HT-29,0.06803307
5746,36462,HT-29,0.06842315
4091,426756,HT-29,0.06799713
104842,6710780,HT-29,0.06835234
5746,104842,HT-29,0.068331495
104842,426756,HT-29,0.06819447
3385,426756,HT-29,0.06832605
3385,5746,HT-29,0.06836197
126941,5311497,HT-29,0.06835714
60750,426756,HT-29,0.06819745
31703,60750,HT-29,0.068473786
5743,5311497,HT-29,0.06874826
126941,426756,HT-29,0.06805662
60750,5311497,HT-29,0.068497986
3385,6710780,HT-29,0.068483934
426756,6710780,HT-29,0.06854056
36462,426756,HT-29,0.06823923
5746,426756,HT-29,0.068338275
5743,126941,HT-29,0.06853515
60700,9887053,HT-29,0.06790932
36462,5311497,HT-29,0.068539746
31703,9887053,HT-29,0.06825863
2907,60700,HT-29,0.06800477
2907,36462,HT-29,0.06805721
104842,9887053,HT-29,0.06801498
60700,6710780,HT-29,0.06824666
4091,104842,HT-29,0.067990355
5743,426756,HT-29,0.06844774
5743,36462,HT-29,0.0685326
2907,5311497,HT-29,0.06827285
2907,6710780,HT-29,0.068130195
426756,5311497,HT-29,0.06868321
60700,5311497,HT-29,0.06838933
36462,9887053,HT-29,0.06805971
5743,6710780,HT-29,0.0686056
5743,36314,HT-29,0.06865662
5746,31703,HT-29,0.06842224
5743,31703,HT-29,0.0685317
2907,4091,HT-29,0.06762163
60700,126941,HT-29,0.06817624
60700,104842,HT-29,0.06808203
2907,5746,HT-29,0.068008244
36462,60750,HT-29,0.068274945
36314,36462,HT-29,0.068500355
31703,36462,HT-29,0.068523
3385,60700,HT-29,0.06835848
36462,6710780,HT-29,0.06839706
2907,36314,HT-29,0.06818122
60750,9887053,HT-29,0.068017974
5311497,6710780,HT-29,0.06840727
3385,36314,HT-29,0.06853491
5746,126941,HT-29,0.06842573
36314,426756,HT-29,0.06841548
60700,60750,HT-29,0.06812453
4091,60700,HT-29,0.0680296
3385,5311497,HT-29,0.06862655
36462,60700,HT-29,0.06827167
4091,36314,HT-29,0.068206005
36462,104842,HT-29,0.06823244
60750,6710780,HT-29,0.06835531
5311497,9887053,HT-29,0.068069905
2907,60750,HT-29,0.06800802
31703,5311497,HT-29,0.068738624
3385,60750,HT-29,0.068361744
3385,5743,HT-29,0.068406835
104842,126941,HT-29,0.068281874
4091,5311497,HT-29,0.06829765
104842,5311497,HT-29,0.068495005
31703,426756,HT-29,0.06843808
4091,60750,HT-29,0.06803286
4091,5743,HT-29,0.06807791
2907,9887053,HT-29,0.06779282
5743,60700,HT-29,0.06848019
6710780,9887053,HT-29,0.068124264
36314,9887053,HT-29,0.06823598
60750,126941,HT-29,0.068284854
5746,9887053,HT-29,0.0681588
126941,6710780,HT-29,0.06821449
36314,6710780,HT-29,0.068573356
4091,9887053,HT-29,0.06781764
60700,426756,HT-29,0.06808883
36314,60750,HT-29,0.06845118
31703,104842,HT-29,0.0684313
5746,60750,HT-29,0.068374
2907,426756,HT-29,0.06797236
5746,5311497,HT-29,0.0686388
2907,126941,HT-29,0.06805973
36314,126941,HT-29,0.06850289
5743,104842,HT-29,0.06844095
5746,36314,HT-29,0.06854716
5746,60700,HT-29,0.068370715
36314,104842,HT-29,0.06840865
4091,126941,HT-29,0.06808456
2907,31703,HT-29,0.068056256
2907,3385,HT-29,0.06766057
31703,126941,HT-29,0.06852552
36314,60700,HT-29,0.068447925
3385,9887053,HT-29,0.06814654
3385,36462,HT-29,0.06841093
4091,31703,HT-29,0.06808111
4091,36462,HT-29,0.068082035
2907,5743,HT-29,0.06805311
426756,9887053,HT-29,0.06820321
2907,104842,HT-29,0.06796557
5743,5746,HT-29,0.06848365
5743,60750,HT-29,0.06848344
4091,6710780,HT-29,0.06815502
36462,126941,HT-29,0.06832664
3385,31703,HT-29,0.06840999
3385,104842,LNCaP-Clone-FGC,0.06848956
60750,104842,LNCaP-Clone-FGC,0.06836097
31703,6710780,LNCaP-Clone-FGC,0.06876624
36314,5311497,LNCaP-Clone-FGC,0.068886265
3385,4091,LNCaP-Clone-FGC,0.06814563
5746,6710780,LNCaP-Clone-FGC,0.06866644
126941,9887053,LNCaP-Clone-FGC,0.06804746
31703,36314,LNCaP-Clone-FGC,0.06881724
3385,126941,LNCaP-Clone-FGC,0.06858373
5743,9887053,LNCaP-Clone-FGC,0.06843856
31703,60700,LNCaP-Clone-FGC,0.06864086
4091,5746,LNCaP-Clone-FGC,0.068203315
5746,36462,LNCaP-Clone-FGC,0.06859346
4091,426756,LNCaP-Clone-FGC,0.06816742
104842,6710780,LNCaP-Clone-FGC,0.06852262
5746,104842,LNCaP-Clone-FGC,0.068501785
104842,426756,LNCaP-Clone-FGC,0.068364754
3385,426756,LNCaP-Clone-FGC,0.0684963
3385,5746,LNCaP-Clone-FGC,0.06853224
126941,5311497,LNCaP-Clone-FGC,0.068527415
60750,426756,LNCaP-Clone-FGC,0.06836778
31703,60750,LNCaP-Clone-FGC,0.06864408
5743,5311497,LNCaP-Clone-FGC,0.06891854
126941,426756,LNCaP-Clone-FGC,0.06822695
60750,5311497,LNCaP-Clone-FGC,0.06866823
3385,6710780,LNCaP-Clone-FGC,0.0686542
426756,6710780,LNCaP-Clone-FGC,0.06871082
36462,426756,LNCaP-Clone-FGC,0.06840952
5746,426756,LNCaP-Clone-FGC,0.06850854
5743,126941,LNCaP-Clone-FGC,0.06870546
60700,9887053,LNCaP-Clone-FGC,0.06807962
36462,5311497,LNCaP-Clone-FGC,0.06871003
31703,9887053,LNCaP-Clone-FGC,0.068428904
2907,60700,LNCaP-Clone-FGC,0.06817506
2907,36462,LNCaP-Clone-FGC,0.06822747
104842,9887053,LNCaP-Clone-FGC,0.06818528
60700,6710780,LNCaP-Clone-FGC,0.068416975
4091,104842,LNCaP-Clone-FGC,0.06816066
5743,426756,LNCaP-Clone-FGC,0.06861805
5743,36462,LNCaP-Clone-FGC,0.06870294
2907,5311497,LNCaP-Clone-FGC,0.06844312
2907,6710780,LNCaP-Clone-FGC,0.06830047
426756,5311497,LNCaP-Clone-FGC,0.06885348
60700,5311497,LNCaP-Clone-FGC,0.06855962
36462,9887053,LNCaP-Clone-FGC,0.06823002
5743,6710780,LNCaP-Clone-FGC,0.06877589
5743,36314,LNCaP-Clone-FGC,0.068826884
5746,31703,LNCaP-Clone-FGC,0.06859252
5743,31703,LNCaP-Clone-FGC,0.06870201
2907,4091,LNCaP-Clone-FGC,0.06779191
60700,126941,LNCaP-Clone-FGC,0.06834653
60700,104842,LNCaP-Clone-FGC,0.06825231
2907,5746,LNCaP-Clone-FGC,0.06817852
36462,60750,LNCaP-Clone-FGC,0.06844522
36314,36462,LNCaP-Clone-FGC,0.06867065
31703,36462,LNCaP-Clone-FGC,0.06869328
3385,60700,LNCaP-Clone-FGC,0.06852879
36462,6710780,LNCaP-Clone-FGC,0.068567365
2907,36314,LNCaP-Clone-FGC,0.06835145
60750,9887053,LNCaP-Clone-FGC,0.068188265
5311497,6710780,LNCaP-Clone-FGC,0.06857755
3385,36314,LNCaP-Clone-FGC,0.06870517
5746,126941,LNCaP-Clone-FGC,0.068595976
36314,426756,LNCaP-Clone-FGC,0.06858577
60700,60750,LNCaP-Clone-FGC,0.06829482
4091,60700,LNCaP-Clone-FGC,0.06819984
3385,5311497,LNCaP-Clone-FGC,0.06879684
36462,60700,LNCaP-Clone-FGC,0.06844196
4091,36314,LNCaP-Clone-FGC,0.068376265
36462,104842,LNCaP-Clone-FGC,0.068402685
60750,6710780,LNCaP-Clone-FGC,0.06852561
5311497,9887053,LNCaP-Clone-FGC,0.06824018
2907,60750,LNCaP-Clone-FGC,0.068178326
31703,5311497,LNCaP-Clone-FGC,0.068908915
3385,60750,LNCaP-Clone-FGC,0.068532035
3385,5743,LNCaP-Clone-FGC,0.06857708
104842,126941,LNCaP-Clone-FGC,0.068452135
4091,5311497,LNCaP-Clone-FGC,0.06846793
104842,5311497,LNCaP-Clone-FGC,0.06866525
31703,426756,LNCaP-Clone-FGC,0.06860836
4091,60750,LNCaP-Clone-FGC,0.06820312
4091,5743,LNCaP-Clone-FGC,0.06824818
2907,9887053,LNCaP-Clone-FGC,0.06796314
5743,60700,LNCaP-Clone-FGC,0.068650484
6710780,9887053,LNCaP-Clone-FGC,0.06829454
36314,9887053,LNCaP-Clone-FGC,0.0684063
60750,126941,LNCaP-Clone-FGC,0.06845516
5746,9887053,LNCaP-Clone-FGC,0.06832908
126941,6710780,LNCaP-Clone-FGC,0.0683848
36314,6710780,LNCaP-Clone-FGC,0.06874359
4091,9887053,LNCaP-Clone-FGC,0.067987934
60700,426756,LNCaP-Clone-FGC,0.06825912
36314,60750,LNCaP-Clone-FGC,0.06862147
31703,104842,LNCaP-Clone-FGC,0.06860161
5746,60750,LNCaP-Clone-FGC,0.06854428
2907,426756,LNCaP-Clone-FGC,0.06814262
5746,5311497,LNCaP-Clone-FGC,0.06880906
2907,126941,LNCaP-Clone-FGC,0.06823002
36314,126941,LNCaP-Clone-FGC,0.06867316
5743,104842,LNCaP-Clone-FGC,0.068611234
5746,36314,LNCaP-Clone-FGC,0.06871743
5746,60700,LNCaP-Clone-FGC,0.06854104
36314,104842,LNCaP-Clone-FGC,0.06857896
4091,126941,LNCaP-Clone-FGC,0.06825483
2907,31703,LNCaP-Clone-FGC,0.06822658
2907,3385,LNCaP-Clone-FGC,0.067830876
31703,126941,LNCaP-Clone-FGC,0.06869581
36314,60700,LNCaP-Clone-FGC,0.06861821
3385,9887053,LNCaP-Clone-FGC,0.06831686
3385,36462,LNCaP-Clone-FGC,0.06858121
4091,31703,LNCaP-Clone-FGC,0.06825139
4091,36462,LNCaP-Clone-FGC,0.068252325
2907,5743,LNCaP-Clone-FGC,0.06822339
426756,9887053,LNCaP-Clone-FGC,0.0683735
2907,104842,LNCaP-Clone-FGC,0.06813584
5743,5746,LNCaP-Clone-FGC,0.06865395
5743,60750,LNCaP-Clone-FGC,0.06865373
4091,6710780,LNCaP-Clone-FGC,0.06832528
36462,126941,LNCaP-Clone-FGC,0.06849691
3385,31703,LNCaP-Clone-FGC,0.06858031
3385,104842,LOVO,0.068145946
60750,104842,LOVO,0.06801739
31703,6710780,LOVO,0.068422675
36314,5311497,LOVO,0.06854266
3385,4091,LOVO,0.06780205
5746,6710780,LOVO,0.06832284
126941,9887053,LOVO,0.06770384
31703,36314,LOVO,0.06847366
3385,126941,LOVO,0.06824015
5743,9887053,LOVO,0.06809494
31703,60700,LOVO,0.06829723
4091,5746,LOVO,0.067859754
5746,36462,LOVO,0.06824984
4091,426756,LOVO,0.067823835
104842,6710780,LOVO,0.06817901
5746,104842,LOVO,0.06815821
104842,426756,LOVO,0.06802118
3385,426756,LOVO,0.06815273
3385,5746,LOVO,0.068188615
126941,5311497,LOVO,0.06818381
60750,426756,LOVO,0.06802416
31703,60750,LOVO,0.068300486
5743,5311497,LOVO,0.06857492
126941,426756,LOVO,0.06788333
60750,5311497,LOVO,0.06832466
3385,6710780,LOVO,0.0683106
426756,6710780,LOVO,0.06836723
36462,426756,LOVO,0.0680659
5746,426756,LOVO,0.06816496
5743,126941,LOVO,0.06836185
60700,9887053,LOVO,0.067736
36462,5311497,LOVO,0.06836643
31703,9887053,LOVO,0.06808531
2907,60700,LOVO,0.06783147
2907,36462,LOVO,0.06788391
104842,9887053,LOVO,0.06784165
60700,6710780,LOVO,0.06807337
4091,104842,LOVO,0.06781706
5743,426756,LOVO,0.06827444
5743,36462,LOVO,0.06835931
2907,5311497,LOVO,0.06809951
2907,6710780,LOVO,0.067956895
426756,5311497,LOVO,0.06850992
60700,5311497,LOVO,0.06821601
36462,9887053,LOVO,0.06788643
5743,6710780,LOVO,0.06843229
5743,36314,LOVO,0.06848328
5746,31703,LOVO,0.06824891
5743,31703,LOVO,0.06835841
2907,4091,LOVO,0.06744832
60700,126941,LOVO,0.068002954
60700,104842,LOVO,0.06790875
2907,5746,LOVO,0.06783496
36462,60750,LOVO,0.06810164
36314,36462,LOVO,0.068327025
31703,36462,LOVO,0.06834969
3385,60700,LOVO,0.068185166
36462,6710780,LOVO,0.068223774
2907,36314,LOVO,0.06800784
60750,9887053,LOVO,0.067844644
5311497,6710780,LOVO,0.06823394
3385,36314,LOVO,0.06836158
5746,126941,LOVO,0.0682524
36314,426756,LOVO,0.068242155
60700,60750,LOVO,0.0679512
4091,60700,LOVO,0.06785628
3385,5311497,LOVO,0.06845325
36462,60700,LOVO,0.06809834
4091,36314,LOVO,0.06803267
36462,104842,LOVO,0.0680591
60750,6710780,LOVO,0.06818201
5311497,9887053,LOVO,0.06789659
2907,60750,LOVO,0.06783472
31703,5311497,LOVO,0.06856528
3385,60750,LOVO,0.068188444
3385,5743,LOVO,0.06823352
104842,126941,LOVO,0.068108566
4091,5311497,LOVO,0.06812437
104842,5311497,LOVO,0.068321675
31703,426756,LOVO,0.0682648
4091,60750,LOVO,0.06785953
4091,5743,LOVO,0.0679046
2907,9887053,LOVO,0.06761953
5743,60700,LOVO,0.06830688
6710780,9887053,LOVO,0.06795092
36314,9887053,LOVO,0.06806266
60750,126941,LOVO,0.06811157
5746,9887053,LOVO,0.06798547
126941,6710780,LOVO,0.068041176
36314,6710780,LOVO,0.068400025
4091,9887053,LOVO,0.06764436
60700,426756,LOVO,0.0679155
36314,60750,LOVO,0.068277866
31703,104842,LOVO,0.06825797
5746,60750,LOVO,0.06820068
2907,426756,LOVO,0.06779901
5746,5311497,LOVO,0.068465464
2907,126941,LOVO,0.06788643
36314,126941,LOVO,0.06832957
5743,104842,LOVO,0.068267636
5746,36314,LOVO,0.06837383
5746,60700,LOVO,0.068197414
36314,104842,LOVO,0.06823537
4091,126941,LOVO,0.067911245
2907,31703,LOVO,0.06788299
2907,3385,LOVO,0.067487255
31703,126941,LOVO,0.06835222
36314,60700,LOVO,0.06827462
3385,9887053,LOVO,0.06797325
3385,36462,LOVO,0.0682376
4091,31703,LOVO,0.06790778
4091,36462,LOVO,0.06790869
2907,5743,LOVO,0.06787978
426756,9887053,LOVO,0.068029895
2907,104842,LOVO,0.06779222
5743,5746,LOVO,0.06831035
5743,60750,LOVO,0.06831014
4091,6710780,LOVO,0.067981675
36462,126941,LOVO,0.068153344
3385,31703,LOVO,0.06823671
3385,104842,MDA-MB-436,0.06887244
60750,104842,MDA-MB-436,0.068743855
31703,6710780,MDA-MB-436,0.06914915
36314,5311497,MDA-MB-436,0.069269195
3385,4091,MDA-MB-436,0.068528555
5746,6710780,MDA-MB-436,0.06904931
126941,9887053,MDA-MB-436,0.06843035
31703,36314,MDA-MB-436,0.06920014
3385,126941,MDA-MB-436,0.06896665
5743,9887053,MDA-MB-436,0.06882147
31703,60700,MDA-MB-436,0.06902376
4091,5746,MDA-MB-436,0.06858621
5746,36462,MDA-MB-436,0.06897635
4091,426756,MDA-MB-436,0.06855031
104842,6710780,MDA-MB-436,0.068905525
5746,104842,MDA-MB-436,0.068884656
104842,426756,MDA-MB-436,0.06874766
3385,426756,MDA-MB-436,0.06887923
3385,5746,MDA-MB-436,0.06891514
126941,5311497,MDA-MB-436,0.0689103
60750,426756,MDA-MB-436,0.06875067
31703,60750,MDA-MB-436,0.069027
5743,5311497,MDA-MB-436,0.06930144
126941,426756,MDA-MB-436,0.068609804
60750,5311497,MDA-MB-436,0.069051154
3385,6710780,MDA-MB-436,0.06903708
426756,6710780,MDA-MB-436,0.06909375
36462,426756,MDA-MB-436,0.0687924
5746,426756,MDA-MB-436,0.068891495
5743,126941,MDA-MB-436,0.06908833
60700,9887053,MDA-MB-436,0.06846252
36462,5311497,MDA-MB-436,0.06909287
31703,9887053,MDA-MB-436,0.06881182
2907,60700,MDA-MB-436,0.068557985
2907,36462,MDA-MB-436,0.068610385
104842,9887053,MDA-MB-436,0.068568155
60700,6710780,MDA-MB-436,0.06879984
4091,104842,MDA-MB-436,0.06854354
5743,426756,MDA-MB-436,0.069000915
5743,36462,MDA-MB-436,0.06908581
2907,5311497,MDA-MB-436,0.068826005
2907,6710780,MDA-MB-436,0.068683386
426756,5311497,MDA-MB-436,0.06923643
60700,5311497,MDA-MB-436,0.06894253
36462,9887053,MDA-MB-436,0.0686129
5743,6710780,MDA-MB-436,0.06915881
5743,36314,MDA-MB-436,0.06920977
5746,31703,MDA-MB-436,0.06897545
5743,31703,MDA-MB-436,0.0690849
2907,4091,MDA-MB-436,0.068174824
60700,126941,MDA-MB-436,0.06872943
60700,104842,MDA-MB-436,0.068635225
2907,5746,MDA-MB-436,0.06856142
36462,60750,MDA-MB-436,0.06882812
36314,36462,MDA-MB-436,0.06905353
31703,36462,MDA-MB-436,0.06907619
3385,60700,MDA-MB-436,0.06891169
36462,6710780,MDA-MB-436,0.06895025
2907,36314,MDA-MB-436,0.06873436
60750,9887053,MDA-MB-436,0.068571165
5311497,6710780,MDA-MB-436,0.068960465
3385,36314,MDA-MB-436,0.06908809
5746,126941,MDA-MB-436,0.06897888
36314,426756,MDA-MB-436,0.06896866
60700,60750,MDA-MB-436,0.06867774
4091,60700,MDA-MB-436,0.06858277
3385,5311497,MDA-MB-436,0.06917973
36462,60700,MDA-MB-436,0.06882486
4091,36314,MDA-MB-436,0.06875914
36462,104842,MDA-MB-436,0.06878562
60750,6710780,MDA-MB-436,0.0689085
5311497,9887053,MDA-MB-436,0.06862308
2907,60750,MDA-MB-436,0.06856123
31703,5311497,MDA-MB-436,0.06929178
