Cellline,RHEB,TIPIN,OR4A47,NUP133,CPNE8-AS1,PDIA4,RNU6-899P,NRXN1-DT,SMIM41,RPS12P2,IGHJ2,SLC2A3P2,CES4A,TCTE1,TAX1BP1,RPL32P26,PNCK,CNOT10-AS1,OR3A2,COL6A2,ZNF296,RNU7-179P,PTS,PIGFP2,SPSB3,CFAP90,DPF3,C19orf33,OR13C2,PDE4B-AS1,SBNO1-AS1,RNU6ATAC30P,SELENOS,LINC01535,SYT2,CHRM4,RNU6-1017P,LSP1P1,LINC02957,TMC5,DSG4,MTND2P4,PPP1R15B,LINC00355,IFI35,LINGO3,MTND6P32,PRKAR1B-AS1,TMEM274P,ZNF574,SNRPEP5,DUSP1,LINC01091,RNU6-1174P,RN7SL237P,ZCCHC18,NDP,MIR1537,RNA5SP324,CFAP418,OXCT1-AS1,OR10AG1,CPDP1,SCRG1,SLC25A15,MTMR2,SYN1,RNU6-892P,MIR1266,INTS6P1,WIPI2,VPS26C,RN7SL321P,TM4SF5,RN7SL273P,ENO1,USP53,DDA1,NDUFA3,CACNA2D2,SRSF3P6,POMT2,MIR4694,H2AC4,RBM14,LINC00934,IQCH,RCC2P4,CPA1,MIR6852,UQCRB,EEF1A1P12,LILRB2,TERF1P4,GSG1,MARK2,RAB26,PARVA,KIF24,NAA60
OVCAR-3,0.95661851,1.056391263,1.229718026,1.119576431,1.42105902,0.956749395,1.155811758,0.959903174,1.154654644,1.162089275,1.140149685,0.947868313,1.109167327,0.942802797,0.914262974,0.964816757,0.728031237,1.064222749,0.666849947,1.29996538,0.668099279,1.53434185,0.719662768,1.225705269,1.484987853,1.235137478,1.148818935,2.295992504,1.083364558,0.971794229,0.974898739,1.152382295,0.698191337,1.481259381,1.12311887,1.183834816,0.974898739,0.701511857,1.042529458,0.71090558,0.739047644,0.921052762,1.12311887,0.708470165,0.676913404,0.685483625,0.978328259,0.915150889,1.47425505,0.668099279,0.960735303,0.959526161,1.357985467,1.677953297,1.321237305,1.237627945,0.713244097,1.119576431,1.162089275,1.178554936,1.406097573,1.155811758,1.114488666,1.065979484,0.721430291,0.719662768,0.713244097,1.10946293,1.084235057,1.210200192,0.915150889,1.29996538,1.037880615,0.666849947,0.902118219,1.47425505,1.075539621,0.683473139,2.953635857,1.074416933,0.960568059,1.193816528,1.214047468,0.891712215,1.155811758,0.967019803,1.056391263,1.58616275,0.948009911,1.156608953,1.178554936,1.000773207,2.952407941,0.978328259,1.001976352,1.155811758,1.144934633,1.168688706,1.156608953,0.665853062
PA-1,1.019523845,1.016103382,1.021641422,1.02338704,1.002444568,1.019523845,1.021641422,1.004608337,1.002444568,1.014843584,1.326994709,1.02338704,1.014065908,1.011699558,1.014815298,1.002444568,0.91653682,1.023480522,1.024914991,0.998969368,1.015885506,1.024199617,1.021641422,1.010441514,1.007591368,1.013186216,1.012539526,1.015885506,1.010441514,1.02338704,1.002444568,1.012539526,1.016103382,1.015885506,1.02338704,1.021641422,1.002444568,1.017626378,1.010441514,1.007591368,0.990686259,1.014815298,1.02338704,1.017626378,1.017934102,1.015885506,0.91653682,1.014815298,1.024199617,1.015885506,1.004608337,1.013186216,1.021020947,1.023480522,1.021329377,0.91653682,0.91653682,1.02338704,1.014843584,1.012692345,1.013186216,1.021641422,1.017934102,1.021020947,1.017626378,1.021641422,0.91653682,1.012692345,1.016103382,1.013186216,1.014815298,0.998969368,1.023480522,1.024914991,1.011699558,1.024199617,1.021020947,1.015885506,1.015885506,1.023480522,1.004608337,1.012539526,1.021641422,1.016548839,1.021641422,1.002444568,1.016103382,1.023480522,1.019523845,1.010441514,1.012692345,1.004608337,1.015885506,0.91653682,1.002444568,1.021641422,1.007591368,0.592704681,1.010441514,1.007591368
RKO,1.30763834,0.981870858,1.004591283,0.993464869,1.117675347,1.30763834,0.998491789,1.000214516,1.117675347,1.002441062,0.979517496,1.005015187,1.117095306,0.960405696,1.000374549,1.117675347,1.007959838,1.003740336,0.963581104,0.983258281,0.970323644,0.981441424,1.012223347,1.322149806,0.99262445,1.03053138,1.007021001,0.970323644,1.326544907,1.005015187,1.007301885,1.007021001,0.981870858,0.970323644,0.993464869,1.004591283,1.007301885,1.00661811,1.280529625,0.99262445,1.01038914,0.990563068,0.993464869,1.00661811,0.955891599,0.97608506,1.007959838,1.000374549,0.981441424,0.970323644,0.995599731,0.995859459,1.009210213,1.002063474,1.312853913,1.007959838,0.990755808,0.993464869,1.002441062,1.580696993,1.03053138,0.998491789,0.952157561,1.009210213,1.00661811,0.998491789,0.990755808,1.003670157,0.981870858,1.03053138,1.000374549,0.983258281,1.003740336,0.963581104,0.960405696,0.981441424,1.009210213,0.97608506,0.970323644,1.003740336,1.002623381,1.007021001,1.020392112,0.960405696,0.998491789,1.007301885,0.981870858,1.002063474,1.302433733,1.013159979,1.580696993,1.002623381,0.96111265,1.007959838,1.117347567,0.998491789,0.99262445,1.020392112,1.013159979,0.99262445
RPMI-7951,1.065631114,1.184664657,0.948304715,0.95747628,0.929070666,1.065631114,1.057631526,1.21857422,0.929070666,0.904325643,0.922512158,1.09292016,1.075936428,1.122622397,1.374983306,0.929070666,0.553882116,1.220800224,0.874114809,0.910839657,1.149747549,1.046804942,1.113045442,0.888170178,0.926855218,0.965723121,0.922512158,1.149747549,1.257693589,1.09292016,0.91710215,0.922512158,1.184664657,1.149747549,0.951495337,0.948304715,0.91710215,0.918793985,0.881797419,0.926855218,0.941551164,1.040467093,0.951495337,0.918793985,0.887631527,1.038067343,0.560725769,1.374983306,1.03302198,1.149747549,1.178258552,0.920281475,0.930185981,1.197656345,1.446688396,0.560725769,0.923943882,0.95747628,0.90986025,1.158954649,0.94519328,0.929845775,0.867444936,0.930185981,0.918793985,1.113045442,0.923943882,0.998356937,1.203469667,0.94519328,1.374983306,0.910839657,1.161352651,0.874114809,1.045157846,1.03302198,0.930185981,1.038067343,1.149747549,1.161352651,1.210288202,0.922512158,0.948304715,1.045157846,1.057631526,0.91710215,1.184664657,1.197656345,1.098668127,0.930565253,1.158954649,1.210288202,1.097805874,0.560725769,0.929996386,1.057631526,0.926855218,0.948304715,0.930565253,0.926855218
SK-MEL-30,1.075203332,1.220613531,0.860660833,1.172860111,0.9304526,1.075203332,1.287138586,1.041283273,0.9304526,1.055407234,0.924989961,1.215573983,0.862462104,1.193302712,0.874920296,0.970350083,0.628122328,1.012516831,0.889643024,1.019689045,0.714296279,1.215573983,0.642379734,0.871900234,0.846351013,1.040501006,0.952949178,0.714296279,0.871900234,1.254580533,0.970350083,0.952949178,1.220613531,0.714296279,1.172860111,0.860660833,0.970350083,0.875915171,0.871900234,0.846351013,0.926034042,1.031539896,1.172860111,0.875915171,1.015183063,0.915373082,0.634939125,0.874920296,1.215573983,0.714296279,1.041283273,1.211583268,0.881391396,1.091463228,1.217792508,0.634939125,0.634939125,1.172860111,1.055407234,1.06158533,1.040501006,1.287138586,1.015183063,0.881391396,0.875915171,0.642379734,0.634939125,1.04718164,1.058836377,1.040501006,0.874920296,1.019689045,1.012516831,0.889643024,1.193302712,1.215573983,0.881391396,0.915373082,0.691119445,1.012516831,1.041283273,0.952949178,0.877409253,1.193302712,1.818874592,0.970350083,1.220613531,1.091463228,1.075203332,0.659550283,1.06158533,1.041283273,0.691119445,0.634939125,0.9322167,1.229184079,0.846351013,0.877409253,0.659550283,0.846351013
SK-MES-1,1.115434453,1.086821849,1.147547349,1.194894708,0.924270247,1.115434453,1.158617861,1.242210211,0.835827082,0.89330978,1.069491498,1.16694963,1.391546391,0.856772297,1.752108639,0.902500425,0.969722046,1.148640517,0.812522709,1.35676666,0.85077406,1.098886693,1.102643622,0.83792173,0.895522466,1.422666684,1.077581992,0.792530411,0.901953656,1.16694963,1.102407462,1.1545566,1.169206203,0.792530411,1.202943009,1.147547349,1.102407462,0.811345613,0.832894317,0.895522466,1.09215118,1.109677558,1.202943009,0.912849969,1.118927211,0.933059398,0.916831682,1.606379204,1.098886693,0.85077406,0.884990418,1.319240266,0.996979169,1.156199836,1.148684433,0.916831682,0.504695043,1.194894708,0.845296116,0.94361243,1.456122204,1.158617861,0.814533376,0.996979169,0.872107082,1.02446416,0.504695043,0.877157301,1.152418053,1.456122204,1.606379204,1.126546756,0.867044183,0.812522709,0.856772297,1.098886693,0.996979169,0.828159109,1.076430603,0.867044183,0.885693055,1.077581992,1.120714111,0.856772297,1.158617861,1.102407462,1.124063002,1.156199836,0.855969195,0.850626159,0.94361243,0.885693055,1.076430603,1.319649595,0.929703732,1.158617861,0.895522466,1.120714111,0.850626159,0.895522466
SK-OV-3,0.626533398,1.017606642,1.063978058,1.019616071,1.061099931,0.626533398,1.071176534,1.054216955,1.061099931,1.064015621,1.043064657,1.02644298,1.068967025,1.031910792,0.646214728,1.073743925,1.057641398,0.655416501,0.619491328,0.992397139,1.025256783,1.01903646,1.061846841,1.032420283,1.054672732,1.089396344,1.031351929,1.025256783,1.059994804,1.02644298,1.053678387,1.046191071,1.020930155,1.025256783,1.009704421,1.063978058,1.053678387,0.940343809,1.059994804,1.054672732,1.079985793,0.646384437,1.009704421,0.952991237,1.155813411,1.058917496,1.057641398,0.646214728,1.01903646,1.025256783,0.881929588,1.053124465,1.065698484,1.05910523,1.079754999,1.057641398,1.034069004,1.019616071,0.603546879,1.051063373,1.089396344,1.071176534,1.040802147,1.065698484,0.952991237,1.082158362,1.034069004,1.04596003,1.017606642,1.089396344,0.646214728,1.043013187,0.624299326,0.610914113,1.031910792,1.01903646,1.065698484,1.036022282,1.025256783,0.875496104,1.07853255,1.043064657,1.078528865,1.031910792,1.024182843,1.053678387,1.017606642,1.032001741,0.640085703,1.371487332,1.051063373,1.07853255,1.00585182,1.057641398,0.630854903,1.024182843,1.054672732,1.078528865,1.371487332,1.054672732
SW620,1.29025501,0.982433763,1.313083953,0.984886502,1.023747792,1.29025501,1.31334629,0.970821842,1.282937404,1.328147301,0.968513768,1.01657463,1.762888413,0.941725171,1.097584788,0.999854007,0.894370581,1.020171576,1.215346237,0.983662071,0.931392143,0.956928777,1.282365523,0.954727417,0.947525456,1.294903434,0.984877102,0.931392143,1.036230815,1.01657463,0.989134725,1.013297221,0.993778473,0.931392143,0.989555582,1.313083953,0.989134725,0.733013544,0.967658339,0.972502155,0.59864016,1.22872882,0.989555582,1.381954861,0.956693646,0.929129068,1.035478798,1.037291854,0.956928777,0.931392143,0.981182347,0.996784092,0.593604422,1.018856644,1.297602532,1.035478798,1.008019164,0.984886502,0.98661319,1.01428503,1.27969433,1.31334629,0.918099375,0.992115165,0.733013544,1.329798446,1.008019164,0.998311489,0.982433763,1.27969433,1.037291854,0.983662071,0.948137556,1.215346237,0.941725171,0.956928777,0.593604422,0.929129068,0.931392143,0.948137556,1.006214829,0.984877102,1.313083953,0.941725171,1.256786205,0.989134725,0.982433763,1.018856644,0.997885053,0.979867956,1.01428503,1.006214829,0.884567287,1.035478798,1.326020055,1.256786205,0.947525456,1.313083953,0.979867956,0.947525456
SW837,1.055992594,1.068562535,1.093366419,1.069026163,1.082400057,1.055992594,1.092782057,1.061449382,1.082400057,1.080841815,1.283912498,0.634142012,1.084626617,1.105815811,1.075420336,1.082400057,1.691200228,0.637363461,0.604251796,1.047130548,1.029539863,1.034312066,1.453180794,1.030769788,0.993289679,1.075400368,1.079599047,1.029539863,1.048239467,0.634142012,1.077466763,1.079599047,1.068562535,1.029539863,1.069026163,1.093366419,1.077466763,0.640353417,1.048239467,1.086645635,0.654590673,1.090188949,1.069026163,0.640353417,1.046828677,0.639214012,0.681345297,1.075420336,1.034312066,1.029539863,1.048512172,1.10882136,1.095609119,1.08165187,1.411745011,0.681345297,0.66960514,1.069026163,1.080841815,1.083179743,1.055503741,1.092782057,1.012233936,1.089710159,0.640353417,1.453180794,0.66960514,0.637215273,1.068562535,1.055503741,1.075420336,1.047130548,0.637363461,0.604251796,0.595289215,1.034312066,1.095609119,0.612042778,0.953217506,0.637363461,1.0843513,1.079599047,0.65615325,1.042556728,1.032733626,1.077466763,1.068562535,1.08165187,1.049347116,1.094664982,1.083179743,1.0843513,0.953217506,0.681345297,1.083157566,1.032733626,0.993289679,0.943257705,1.094664982,0.993289679
T47D,0.820692565,1.035212505,1.42864914,1.334461244,1.332240429,0.820692565,1.342557037,0.833169352,1.241848869,0.795042358,1.289860769,0.848329886,0.839189021,1.064655878,1.344797363,1.322243417,0.516461977,1.124608078,0.777376283,1.059207167,0.784327623,0.787617365,1.329985128,1.275187824,1.044573484,1.163163786,1.304937114,0.784327623,1.38106694,0.848329886,1.273111504,1.304937114,1.084586453,0.784327623,1.333479031,1.299882834,1.268662156,0.83277327,0.796408313,1.081533184,0.858227699,1.350669142,1.333479031,0.83277327,1.271691553,0.786117383,0.516461977,1.344797363,0.787617365,0.784327623,0.824166478,1.112204179,0.854669467,1.090948516,1.291901932,0.516461977,0.858828221,1.334461244,1.350402902,1.373048626,1.411351209,1.342557037,1.248588423,0.854669467,0.83277327,1.400569105,0.858828221,0.83259304,1.086213381,1.117449452,1.344797363,1.07786089,0.813923104,0.777376283,1.064655878,0.787617365,0.854669467,0.786117383,0.784327623,0.813923104,0.845909063,1.304937114,0.841077805,1.093543894,1.280529037,1.273111504,1.035212505,1.055595583,0.811269479,0.798450766,1.373048626,0.845909063,0.768498921,0.508752409,0.499068244,1.280529037,1.044573484,0.841077805,0.798450766,1.044573484
UACC-62,1.236087361,0.910295345,0.89228817,1.079958918,1.062378332,1.236087361,0.89228817,1.064165878,1.062378332,0.658168489,1.631323141,1.075176537,0.906078427,0.952767423,1.270983998,1.062378332,0.974653149,0.840843689,1.06169941,0.862774887,1.04234887,1.057393577,0.89228817,0.88093661,0.88360559,1.02626074,1.046347353,1.04234887,0.88093661,1.075176537,1.062378332,1.046347353,0.910295345,1.04234887,1.079958918,0.89228817,1.062378332,0.691625443,0.88093661,1.102827444,0.667870981,1.270983998,1.079958918,0.691625443,1.06169941,1.04234887,0.974653149,1.217786807,1.057393577,1.04234887,1.064165878,0.885037645,0.664435772,1.432109085,1.192047754,0.974653149,0.974653149,1.079958918,0.658168489,1.03052066,1.02626074,0.89228817,1.06169941,0.664435772,0.691625443,0.89228817,0.974653149,0.968563643,0.910295345,1.02626074,1.217786807,0.879317679,0.840843689,1.06169941,0.952767423,1.057393577,0.664435772,1.04234887,1.04234887,0.840843689,1.064165878,1.046347353,0.89228817,1.014598117,0.89228817,1.062378332,0.910295345,1.162342075,1.270983998,0.867002173,1.03052066,1.064165878,1.04234887,0.974653149,1.062378332,0.89228817,0.88360559,0.89228817,0.867002173,0.88360559
VCAP,1.170754028,1.1591562,1.033129872,0.954866833,1.104447459,1.170754028,1.033129872,0.932138172,1.104447459,0.945723531,1.314635132,0.945575443,0.7645302,1.232997765,0.948123105,1.104447459,0.672713552,1.122286629,1.274467912,1.456005905,1.172603045,0.945575443,1.086012901,1.120637414,0.696178638,1.024656664,0.945796138,1.158500277,0.905664828,0.945575443,1.104038296,0.945796138,1.321332676,1.158500277,0.937108545,0.631811838,1.104038296,0.92207903,0.946096227,0.696178638,0.952043061,1.169639416,0.937108545,0.92207903,1.133006976,0.948976938,0.376931806,0.948123105,0.936674367,1.158500277,0.938516662,0.635377521,0.910649145,0.943107492,1.089475852,0.376931806,0.676222358,0.954866833,0.945723531,1.168048149,1.047135193,1.033129872,1.341639624,1.122213105,0.92207903,1.086012901,0.676222358,0.593556188,0.932819865,1.047135193,0.948123105,1.456005905,1.122286629,0.777445436,0.878461821,1.019552825,0.910649145,1.14107097,1.151114728,1.122286629,0.947637164,0.945796138,0.879395721,1.143798886,1.804308999,1.104038296,1.1591562,0.943107492,1.169639416,1.155155416,1.168048149,0.947637164,1.151114728,0.676162862,1.104447459,2.374074716,0.696178638,0.879395721,1.155155416,0.696178638
